Total_Stops,Price,Journey_Day,Journey_Month,Dep_hour,Dep_min,Arr_hour,Arr_min,Duration_hours,Duration_mins,Price_per_minute,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
1,6152.0,27,6,7,55,22,25,14.5,870,7.071264367816092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5201.0,27,6,5,10,8,0,2.83,169,30.775147928994084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9134.0,15,3,7,0,16,10,9.17,550,16.607272727272726,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,13243.0,18,5,7,0,1,20,18.33,1099,12.050045495905369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,15129.0,27,5,5,30,4,25,22.92,1375,11.00290909090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2759.0,9,5,19,35,21,5,1.5,90,30.655555555555555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,4423.0,15,5,6,5,8,50,2.75,165,26.806060606060605,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,9187.0,18,5,7,10,22,40,15.5,930,9.878494623655914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,7740.0,18,5,7,10,22,30,15.33,919,8.422198041349292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6144.0,24,5,19,50,22,50,3.0,180,34.13333333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,10877.0,9,6,4,55,12,35,7.67,460,23.645652173913042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6442.0,15,6,11,55,22,30,10.58,634,10.160883280757098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7048.0,27,3,4,45,15,30,10.75,645,10.927131782945736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5797.0,27,6,15,15,1,30,10.25,615,9.426016260162601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,10573.0,3,3,6,45,23,55,17.17,1030,10.26504854368932,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7503.0,15,5,8,30,21,0,12.5,750,10.004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6104.0,12,6,17,30,1,30,8.0,480,12.716666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9663.0,9,5,21,10,8,15,11.08,664,14.552710843373495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,5769.0,3,6,11,10,14,5,2.92,175,32.965714285714284,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3100.0,15,6,13,55,15,25,1.5,90,34.44444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,12373.0,18,5,17,30,4,25,10.92,655,18.89007633587786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3815.0,15,3,9,0,11,30,2.5,150,25.433333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,14300.0,15,6,12,15,12,35,24.33,1459,9.801233721727211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4823.0,1,6,7,10,10,5,2.92,175,27.56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2754.0,18,6,19,5,20,35,1.5,90,30.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,9736.0,3,6,6,0,19,15,13.25,795,12.246540880503145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7280.0,21,3,9,45,14,25,4.67,280,26.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7408.0,9,6,8,0,21,0,13.0,780,9.497435897435897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13044.0,12,6,20,0,12,0,16.0,960,13.5875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,12723.0,24,5,5,50,23,15,17.42,1045,12.17511961722488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8586.0,6,5,16,30,4,40,12.17,730,11.761643835616438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6316.0,12,6,16,0,1,30,9.5,570,11.080701754385965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,15554.0,9,5,9,0,19,0,10.0,600,25.923333333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2385.0,15,3,13,10,14,30,1.33,79,30.189873417721518,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,13587.0,9,6,13,0,21,0,8.0,480,28.30625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13790.0,3,3,2,35,8,30,5.92,355,38.84507042253521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,10975.0,15,5,9,45,9,25,23.67,1420,7.72887323943662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14388.0,21,5,8,25,9,20,24.92,1495,9.62408026755853,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7198.0,6,6,18,0,1,30,7.5,450,15.995555555555555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13029.0,9,5,9,40,12,35,26.92,1615,8.06749226006192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12717.0,27,5,7,5,19,15,12.17,730,17.42054794520548,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14871.0,3,3,6,40,13,20,6.67,400,37.1775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,10118.0,6,6,6,30,20,50,14.33,859,11.778812572759023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10262.0,6,6,22,50,4,25,5.58,334,30.724550898203592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2071.0,24,3,2,55,4,25,1.5,90,23.011111111111113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,5228.0,27,4,21,5,23,55,2.83,169,30.93491124260355,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,7832.0,21,3,16,55,11,25,18.5,1110,7.055855855855856,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7005.0,6,6,11,40,21,0,9.33,559,12.531305903398927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,14237.0,9,6,18,25,12,35,18.17,1090,13.061467889908258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3971.0,6,4,21,10,0,5,2.92,175,22.69142857142857,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3943.0,21,6,22,10,1,0,2.83,169,23.331360946745562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,8574.0,27,3,6,40,15,30,8.83,529,16.207939508506616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,12646.0,15,6,5,55,19,15,13.33,799,15.827284105131413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13082.0,21,3,13,0,18,50,29.83,1789,7.312465064281722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13941.0,21,5,8,25,8,15,23.83,1429,9.755773268019594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,5135.0,6,4,7,0,12,55,5.92,355,14.464788732394366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,11096.0,21,5,10,0,20,25,10.42,625,17.7536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,13555.0,18,3,22,50,9,30,10.67,640,21.1796875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,5403.0,12,4,9,45,12,35,2.83,169,31.97041420118343,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2,15812.0,24,6,11,40,19,0,7.33,439,36.018223234624145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14781.0,21,5,20,0,8,15,12.25,735,20.110204081632652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8907.0,6,6,13,30,23,0,9.5,570,15.626315789473685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4145.0,3,5,20,45,23,20,2.58,154,26.915584415584416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14151.0,9,6,20,25,9,45,13.33,799,17.710888610763455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7845.0,27,3,6,0,15,30,9.5,570,13.763157894736842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8099.0,15,5,9,15,19,15,10.0,600,13.498333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13377.0,27,5,15,0,1,30,10.5,630,21.233333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,12734.0,12,3,6,50,11,20,28.5,1710,7.446783625730994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10262.0,3,6,22,50,4,25,5.58,334,30.724550898203592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229.0,15,5,18,55,22,0,3.08,184,39.28804347826087,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,12395.0,6,3,8,45,9,25,24.67,1480,8.375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,11134.0,24,3,19,45,9,15,13.5,810,13.74567901234568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6540.0,21,3,13,0,18,50,5.83,349,18.73925501432665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7354.0,6,6,6,40,19,15,12.58,754,9.753315649867375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,9548.0,24,6,12,0,7,40,19.67,1180,8.091525423728813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9187.0,1,5,7,10,10,45,27.58,1654,5.554413542926239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,5054.0,9,5,7,35,12,10,4.58,274,18.445255474452555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10413.0,9,6,10,0,20,25,10.42,625,16.6608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4804.0,27,5,21,25,0,5,2.67,160,30.025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4049.0,15,6,6,25,7,55,1.5,90,44.98888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,6795.0,27,6,19,0,1,30,6.5,390,17.423076923076923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4435.0,21,3,20,45,23,20,2.58,154,28.7987012987013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6224.0,12,6,16,30,4,40,12.17,730,8.526027397260274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4804.0,12,6,20,20,22,55,2.58,154,31.194805194805195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6171.0,15,4,5,5,16,10,11.08,664,9.293674698795181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6093.0,3,6,11,25,21,0,9.58,574,10.614982578397212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4174.0,12,4,17,15,19,50,2.58,154,27.103896103896105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3342.0,6,5,2,35,4,5,1.5,90,37.13333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,13587.0,3,6,10,0,21,0,11.0,660,20.586363636363636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,16079.0,21,5,21,50,4,25,6.58,394,40.80964467005076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6015.0,18,4,5,35,8,50,3.25,195,30.846153846153847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13067.0,24,5,17,0,19,10,26.17,1570,8.322929936305732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,9103.0,15,5,4,55,12,35,7.67,460,19.78913043478261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14151.0,24,5,20,25,23,35,27.17,1630,8.68159509202454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,11538.0,27,3,6,20,18,50,12.5,750,15.384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,8146.0,9,3,8,35,21,20,12.75,765,10.648366013071895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6117.0,6,5,19,0,4,40,9.67,580,10.546551724137931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,17024.0,3,3,2,15,4,25,26.17,1570,10.843312101910827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,22270.0,1,3,14,5,7,40,17.58,1054,21.129032258064516,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,12692.0,9,6,20,25,21,5,24.67,1480,8.575675675675676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8610.0,12,6,7,10,20,20,13.17,790,10.89873417721519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,6723.0,24,6,7,10,22,30,15.33,919,7.315560391730141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4878.0,12,5,17,0,19,35,2.58,154,31.675324675324674,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,16736.0,6,3,20,35,7,40,11.08,664,25.204819277108435,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,11134.0,24,3,13,55,9,15,19.33,1159,9.60655737704918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3943.0,3,5,4,0,6,50,2.83,169,23.331360946745562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,13587.0,12,6,9,0,21,0,12.0,720,18.870833333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,16914.0,6,3,5,25,4,25,23.0,1380,12.256521739130434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1965.0,18,5,22,45,0,15,1.5,90,21.833333333333332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,8073.0,9,5,13,0,21,0,8.0,480,16.81875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3943.0,3,6,13,0,15,50,2.83,169,23.331360946745562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,5170.0,12,5,15,15,20,5,4.83,289,17.889273356401382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3398.0,15,5,11,40,14,30,2.83,169,20.106508875739646,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4409.0,18,4,10,20,12,55,2.58,154,28.62987012987013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,8541.0,21,6,17,45,20,45,3.0,180,47.45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4777.0,21,3,4,0,6,50,2.83,169,28.266272189349113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3847.0,18,3,22,20,0,40,2.33,139,27.676258992805757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7064.0,1,4,18,55,12,0,17.08,1024,6.8984375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4668.0,27,5,21,0,23,50,2.83,169,27.62130177514793,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1965.0,18,3,22,45,0,10,1.42,85,23.11764705882353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,14781.0,21,5,6,30,16,20,9.83,589,25.095076400679115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4049.0,15,6,9,10,10,40,1.5,90,44.98888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,13584.0,18,5,18,55,8,15,13.33,799,17.00125156445557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,12373.0,18,5,20,55,12,35,15.67,940,13.162765957446808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,16079.0,27,5,16,0,19,0,27.0,1620,9.925308641975308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229.0,24,5,8,20,11,20,3.0,180,40.16111111111111,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,17471.0,6,3,21,25,21,20,23.92,1435,12.174912891986063,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,14781.0,12,5,6,30,16,20,9.83,589,25.095076400679115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14571.0,9,6,6,30,19,50,13.33,799,18.23654568210263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10197.0,18,5,3,50,12,35,8.75,525,19.422857142857143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5975.0,1,6,17,55,22,50,4.92,295,20.25423728813559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8535.0,9,4,17,45,1,30,7.75,465,18.35483870967742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12537.0,27,3,9,55,21,0,11.08,664,18.88102409638554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4145.0,24,5,20,45,23,20,2.58,154,26.915584415584416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4049.0,15,3,9,10,10,40,1.5,90,44.98888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,5192.0,9,5,22,40,10,40,12.0,720,7.211111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,6121.0,9,5,21,5,23,55,2.83,169,36.218934911242606,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,8669.0,24,6,3,50,19,15,15.42,925,9.371891891891892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8476.0,18,5,6,0,19,15,13.25,795,10.661635220125786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2647.0,21,6,5,45,7,15,1.5,90,29.41111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,14714.0,6,6,20,55,19,0,22.08,1324,11.113293051359516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10566.0,6,3,20,30,8,15,11.75,705,14.987234042553192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10262.0,15,6,11,30,19,0,7.5,450,22.804444444444446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8098.0,21,3,10,0,1,35,15.58,934,8.670235546038544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6883.0,27,3,10,0,21,0,11.0,660,10.42878787878788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,16108.0,15,6,10,0,19,15,9.25,555,29.023423423423424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4413.0,18,3,17,15,19,45,2.5,150,29.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,10919.0,1,6,14,35,12,35,22.0,1320,8.271969696969697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4804.0,9,5,21,25,0,5,2.67,160,30.025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10539.0,6,6,20,25,10,55,14.5,870,12.113793103448275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4377.0,9,3,22,20,1,10,2.83,169,25.899408284023668,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,6961.0,6,6,6,10,8,55,2.75,165,42.18787878787879,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,7408.0,27,5,13,0,21,0,8.0,480,15.433333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4823.0,9,5,18,55,21,50,2.92,175,27.56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,5198.0,21,3,14,20,16,55,2.58,154,33.753246753246756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10262.0,1,6,17,30,19,0,25.5,1530,6.70718954248366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5613.0,27,4,17,0,19,35,2.58,154,36.44805194805195,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,10262.0,12,6,20,55,4,25,7.5,450,22.804444444444446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5755.0,3,5,9,10,10,40,1.5,90,63.94444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3687.0,21,5,7,5,9,20,2.25,135,27.31111111111111,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,5678.0,3,6,19,35,21,5,1.5,90,63.08888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,13542.0,21,3,18,15,1,35,7.33,439,30.84738041002278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12347.0,21,3,19,15,18,50,23.58,1414,8.731966053748232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12384.0,21,5,9,35,19,10,9.58,574,21.574912891986063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,10909.0,9,4,5,30,4,25,22.92,1375,7.933818181818181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4823.0,3,6,16,55,19,55,3.0,180,26.794444444444444,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6069.0,12,6,16,0,21,0,5.0,300,20.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12898.0,21,5,16,0,19,0,27.0,1620,7.961728395061728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4804.0,15,6,4,40,7,15,2.58,154,31.194805194805195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,10031.0,24,3,8,25,4,45,20.33,1219,8.228876127973749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6442.0,9,6,7,35,22,30,14.92,895,7.197765363128491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,9653.0,21,5,12,0,7,40,19.67,1180,8.180508474576271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8610.0,9,6,17,0,20,20,27.33,1639,5.25320317266626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
